"transaction_id","customer_id","amount","payment_method","device_type","ip_country","billing_country","failed_attempts","account_age_days","previous_order_count","avg_order_value","is_new_customer","is_fraud"
"MLTXN-001612","CUST-ML-0453","748","CARD","Desktop","IN","IN","0","522","9","1715","false","1"
"MLTXN-001613","CUST-ML-0046","1827","CARD","Mobile","SG","SG","1","146","6","1001","false","0"
"MLTXN-001614","CUST-ML-0129","3006","NETBANKING","Mobile","DE","DE","0","1094","18","3995","false","0"
"MLTXN-001615","CUST-ML-0375","8804","UPI","Desktop","IN","IN","0","183","4","9972","false","0"
"MLTXN-001616","CUST-ML-0175","1793","NETBANKING","Mobile","AE","AE","0","209","4","1403","false","0"
"MLTXN-001617","CUST-ML-0075","2435","CARD","Mobile","SG","IN","2","594","16","2291","false","0"
"MLTXN-001618","CUST-ML-0301","10319","WALLET","Mobile","US","US","0","938","24","9263","false","0"
"MLTXN-001619","CUST-ML-0377","695","CARD","Tablet","IN","IN","0","660","25","1315","false","0"
"MLTXN-001620","CUST-ML-0205","2061","UPI","Desktop","IN","IN","1","573","15","2642","false","0"
"MLTXN-001621","CUST-ML-0510","705","UPI","Desktop","CA","CA","1","551","15","656","false","0"
"MLTXN-001622","CUST-ML-0177","2752","UPI","Tablet","US","US","0","244","7","872","false","0"
"MLTXN-001623","CUST-ML-0413","2798","UPI","Mobile","US","US","1","6","5","1244","false","0"
"MLTXN-001624","CUST-ML-0197","3733","CARD","Mobile","IN","IN","0","13","6","1962","false","0"
"MLTXN-001625","CUST-ML-0394","1731","BANK_TRANSFER","Tablet","IN","IN","1","455","20","3925","false","0"
"MLTXN-001626","CUST-ML-0189","1029","CARD","Mobile","IN","IN","0","14","6","551","false","0"
"MLTXN-001627","CUST-ML-0584","508","CARD","Mobile","IN","IN","0","755","25","817","false","0"
"MLTXN-001628","CUST-ML-0156","2242","NETBANKING","Mobile","GB","GB","2","690","23","3869","false","0"
"MLTXN-001629","CUST-ML-0526","508","WALLET","Mobile","IN","IN","2","504","20","1038","false","0"
"MLTXN-001630","CUST-ML-0232","10531","UPI","Desktop","SG","SG","6","503","15","978","false","1"
"MLTXN-001631","CUST-ML-0592","4933","NETBANKING","Desktop","CA","CA","0","860","34","3636","false","0"
"MLTXN-001632","CUST-ML-0334","710","CARD","Mobile","IN","IN","0","462","12","441","false","0"
"MLTXN-001633","CUST-ML-0552","3919","CARD","Mobile","AE","AE","0","746","10","2338","false","0"
"MLTXN-001634","CUST-ML-0395","912","CARD","Mobile","AU","AU","0","20","2","1889","false","0"
"MLTXN-001635","CUST-ML-0455","756","CARD","Mobile","IN","IN","0","1125","26","558","false","0"
"MLTXN-001636","CUST-ML-0371","736","UPI","Mobile","IN","IN","0","567","18","883","false","0"
"MLTXN-001637","CUST-ML-0382","3056","UPI","Desktop","AE","AE","0","327","9","7551","false","0"
"MLTXN-001638","CUST-ML-0359","998","UPI","Mobile","IN","IN","1","15","0","912","false","1"
"MLTXN-001639","CUST-ML-0239","457","WALLET","Desktop","IN","IN","0","393","12","537","false","0"
"MLTXN-001640","CUST-ML-0546","988","UPI","Mobile","AU","AU","0","597","24","1159","false","0"
"MLTXN-001641","CUST-ML-0208","7803","UPI","Desktop","IN","IN","0","405","14","5744","false","0"
"MLTXN-001642","CUST-ML-0014","6812","CARD","Desktop","IN","IN","0","619","23","7605","false","0"
"MLTXN-001643","CUST-ML-0190","8115","UPI","Mobile","IN","IN","0","173","11","1596","false","0"
"MLTXN-001644","CUST-ML-0209","4444","CARD","Desktop","IN","IN","2","18","5","730","false","0"
"MLTXN-001645","CUST-ML-0081","1099","CARD","Mobile","IN","IN","1","873","29","1239","false","0"
"MLTXN-001646","CUST-ML-0396","18929","WALLET","Mobile","US","US","1","702","17","2159","false","1"
"MLTXN-001647","CUST-ML-0299","1648","CARD","Desktop","US","US","0","354","10","1302","false","0"
"MLTXN-001648","CUST-ML-0511","3384","CARD","Desktop","IN","IN","0","416","16","2354","false","1"
"MLTXN-001649","CUST-ML-0244","2338","NETBANKING","Tablet","IN","IN","0","515","24","1103","false","0"
"MLTXN-001650","CUST-ML-0007","935","UPI","Tablet","AE","AE","1","793","21","2390","false","0"
"MLTXN-001651","CUST-ML-0326","2061","UPI","Mobile","IN","IN","2","6","3","1198","false","0"
"MLTXN-001652","CUST-ML-0455","1106","CARD","Mobile","IN","IN","0","1125","27","766","false","0"
"MLTXN-001653","CUST-ML-0215","635","CARD","Mobile","IN","IN","1","284","10","427","false","0"
"MLTXN-001654","CUST-ML-0321","1651","BANK_TRANSFER","Desktop","US","US","0","277","10","1137","false","0"
"MLTXN-001655","CUST-ML-0563","2840","UPI","Mobile","IN","IN","0","10","2","1357","false","0"
"MLTXN-001656","CUST-ML-0177","1789","WALLET","Tablet","US","US","0","244","8","1154","false","0"
"MLTXN-001657","CUST-ML-0511","2025","BANK_TRANSFER","Desktop","IN","IN","0","416","17","2176","false","0"
"MLTXN-001658","CUST-ML-0215","423","CARD","Desktop","IN","IN","0","284","11","511","false","0"
"MLTXN-001659","CUST-ML-0562","11349","CARD","Mobile","AE","AE","0","561","9","4855","false","0"
"MLTXN-001660","CUST-ML-0451","1108","CARD","Mobile","CA","CA","0","923","26","1135","false","0"
"MLTXN-001661","CUST-ML-0258","876","WALLET","Mobile","IN","IN","1","72","5","966","false","0"
"MLTXN-001662","CUST-ML-0161","3967","UPI","Mobile","IN","IN","0","20","5","6494","false","1"
"MLTXN-001663","CUST-ML-0549","428","CARD","Mobile","IN","IN","0","20","5","425","false","1"
"MLTXN-001664","CUST-ML-0071","29442","WALLET","Desktop","IN","IN","0","21","5","3152","false","1"
"MLTXN-001665","CUST-ML-0016","3769","UPI","Mobile","GB","GB","0","740","21","3422","false","0"
"MLTXN-001666","CUST-ML-0313","1751","UPI","Mobile","IN","IN","0","709","12","1054","false","0"
"MLTXN-001667","CUST-ML-0279","3152","CARD","Mobile","SG","SG","0","19","1","3494","false","0"
"MLTXN-001668","CUST-ML-0481","1533","UPI","Desktop","IN","IN","6","940","29","1958","false","1"
"MLTXN-001669","CUST-ML-0474","1888","UPI","Mobile","IN","IN","0","937","34","1625","false","0"
"MLTXN-001670","CUST-ML-0080","3805","UPI","Mobile","IN","IN","0","1152","17","2262","false","0"
"MLTXN-001671","CUST-ML-0032","6570","CARD","Desktop","SG","IN","0","493","6","2910","false","0"
"MLTXN-001672","CUST-ML-0446","2458","UPI","Mobile","IN","IN","0","8","3","3382","false","1"
"MLTXN-001673","CUST-ML-0436","2223","UPI","Tablet","IN","IN","1","3","3","3737","false","0"
"MLTXN-001674","CUST-ML-0156","3249","UPI","Mobile","GB","GB","0","690","24","3246","false","0"
"MLTXN-001675","CUST-ML-0536","426","NETBANKING","Desktop","SA","SA","0","4","5","880","false","1"
"MLTXN-001676","CUST-ML-0346","3271","WALLET","Desktop","IN","US","0","279","6","3475","false","0"
"MLTXN-001677","CUST-ML-0405","5884","UPI","Mobile","AE","AE","0","450","13","6231","false","0"
"MLTXN-001678","CUST-ML-0368","3221","UPI","Mobile","IN","IN","0","1041","31","1025","false","0"
"MLTXN-001679","CUST-ML-0593","17819","CARD","Mobile","IN","IN","0","723","31","1783","false","0"
"MLTXN-001680","CUST-ML-0238","13428","UPI","Mobile","IN","IN","0","853","20","3922","false","0"
"MLTXN-001681","CUST-ML-0168","907","CARD","Mobile","GB","GB","0","809","30","590","false","0"
"MLTXN-001682","CUST-ML-0544","1518","UPI","Mobile","IN","IN","0","20","3","932","false","0"
"MLTXN-001683","CUST-ML-0457","1590","CARD","Mobile","IN","IN","0","229","7","1351","false","0"
"MLTXN-001684","CUST-ML-0358","801","UPI","Mobile","GB","GB","0","455","11","1462","false","0"
"MLTXN-001685","CUST-ML-0532","199","CARD","Desktop","IN","IN","0","705","27","707","false","0"
"MLTXN-001686","CUST-ML-0385","4099","WALLET","Mobile","IN","SG","0","859","23","6317","false","0"
"MLTXN-001687","CUST-ML-0216","3236","CARD","Tablet","AE","AE","0","546","12","1997","false","0"
"MLTXN-001688","CUST-ML-0353","3934","CARD","Mobile","IN","IN","0","443","9","3061","false","0"
"MLTXN-001689","CUST-ML-0428","1440","UPI","Desktop","IN","IN","0","512","7","1038","false","0"
"MLTXN-001690","CUST-ML-0563","2399","UPI","Mobile","IN","IN","0","10","3","1962","false","0"
"MLTXN-001691","CUST-ML-0501","377","CARD","Tablet","US","US","1","714","29","1096","false","0"
"MLTXN-001692","CUST-ML-0310","3117","NETBANKING","Desktop","IN","IN","0","21","3","1775","false","0"
"MLTXN-001693","CUST-ML-0585","1150","UPI","Mobile","IN","IN","0","547","12","2423","false","0"
"MLTXN-001694","CUST-ML-0408","1478","WALLET","Tablet","IN","IN","0","11","4","1747","false","0"
"MLTXN-001695","CUST-ML-0400","7663","UPI","Mobile","IN","IN","0","256","8","845","false","1"
"MLTXN-001696","CUST-ML-0461","463","CARD","Mobile","AU","AU","0","534","16","467","false","0"
"MLTXN-001697","CUST-ML-0373","621","UPI","Mobile","IN","IN","0","908","26","926","false","0"
"MLTXN-001698","CUST-ML-0244","605","NETBANKING","Desktop","IN","IN","0","515","25","697","false","0"
"MLTXN-001699","CUST-ML-0370","747","NETBANKING","Mobile","SG","SG","1","21","3","2488","false","0"
"MLTXN-001700","CUST-ML-0226","1993","CARD","Mobile","IN","IN","1","896","21","1138","false","0"
"MLTXN-001701","CUST-ML-0353","2755","UPI","Mobile","IN","IN","1","443","10","2476","false","0"
"MLTXN-001702","CUST-ML-0403","826","CARD","Mobile","US","US","1","594","14","828","false","1"
"MLTXN-001703","CUST-ML-0139","596","CARD","Desktop","AE","AE","0","546","23","1219","false","1"
"MLTXN-001704","CUST-ML-0262","589","WALLET","Mobile","IN","IN","0","19","3","434","false","0"
"MLTXN-001705","CUST-ML-0569","5016","UPI","Mobile","US","US","1","624","10","6222","false","0"
"MLTXN-001706","CUST-ML-0469","2851","CARD","Mobile","IN","IN","0","288","9","3431","false","0"
"MLTXN-001707","CUST-ML-0588","1386","UPI","Desktop","IN","IN","0","507","16","1647","false","0"
"MLTXN-001708","CUST-ML-0577","3884","CARD","Mobile","IN","IN","1","555","16","3264","false","0"
"MLTXN-001709","CUST-ML-0565","1986","UPI","Mobile","DE","DE","0","616","21","859","false","0"
"MLTXN-001710","CUST-ML-0264","781","CARD","Mobile","IN","IN","0","331","8","1146","false","0"
"MLTXN-001711","CUST-ML-0310","1808","CARD","Desktop","IN","IN","1","21","4","2895","false","0"
"MLTXN-001712","CUST-ML-0447","2068","UPI","Mobile","IN","IN","0","8","3","2537","false","0"
"MLTXN-001713","CUST-ML-0389","1121","CARD","Desktop","IN","IN","0","315","4","773","false","0"
"MLTXN-001714","CUST-ML-0402","954","UPI","Desktop","AE","AE","2","16","4","906","false","0"
"MLTXN-001715","CUST-ML-0044","5186","CARD","Mobile","IN","IN","0","427","13","4726","false","0"
"MLTXN-001716","CUST-ML-0137","2681","CARD","Desktop","IN","IN","0","575","17","1223","false","0"
"MLTXN-001717","CUST-ML-0474","15206","UPI","Mobile","IN","IN","0","937","35","1880","false","1"
"MLTXN-001718","CUST-ML-0420","2620","WALLET","Desktop","US","US","0","276","12","2707","false","0"
"MLTXN-001719","CUST-ML-0278","2098","UPI","Desktop","US","US","0","534","18","2473","false","0"
"MLTXN-001720","CUST-ML-0496","2201","CARD","Desktop","IN","IN","0","732","12","2204","false","0"
"MLTXN-001721","CUST-ML-0337","193","UPI","Desktop","IN","IN","0","21","5","857","false","0"
"MLTXN-001722","CUST-ML-0554","1421","UPI","Mobile","IN","IN","0","21","3","2421","false","0"
"MLTXN-001723","CUST-ML-0243","1105","CARD","Mobile","IN","IN","1","430","8","2533","false","1"
"MLTXN-001724","CUST-ML-0316","1963","UPI","Desktop","IN","IN","3","483","16","1877","false","0"
"MLTXN-001725","CUST-ML-0527","399","UPI","Desktop","IN","IN","0","468","14","1597","false","0"
"MLTXN-001726","CUST-ML-0380","5567","UPI","Mobile","IN","IN","0","13","4","8866","false","0"
"MLTXN-001727","CUST-ML-0107","1482","BANK_TRANSFER","Mobile","AE","IN","0","14","5","620","false","0"
"MLTXN-001728","CUST-ML-0136","1207","NETBANKING","Desktop","IN","IN","1","847","10","1530","false","0"
"MLTXN-001729","CUST-ML-0011","664","CARD","Mobile","US","US","0","584","23","1809","false","0"
"MLTXN-001730","CUST-ML-0552","2811","UPI","Mobile","AE","AE","0","746","11","2657","false","1"
"MLTXN-001731","CUST-ML-0551","878","UPI","Mobile","IN","IN","0","124","6","967","false","0"
"MLTXN-001732","CUST-ML-0382","15388","CARD","Mobile","AE","AE","0","327","10","7792","false","0"
"MLTXN-001733","CUST-ML-0076","2323","NETBANKING","Mobile","IN","IN","0","196","7","1754","false","0"
"MLTXN-001734","CUST-ML-0006","166","UPI","Desktop","IN","IN","0","204","8","350","false","1"
"MLTXN-001735","CUST-ML-0404","1871","CARD","Desktop","SA","SA","0","15","5","2480","false","0"
"MLTXN-001736","CUST-ML-0303","1216","UPI","Desktop","IN","IN","0","127","10","1004","false","0"
"MLTXN-001737","CUST-ML-0524","2974","UPI","Mobile","IN","IN","0","653","27","1848","false","0"
"MLTXN-001738","CUST-ML-0535","10526","CARD","Mobile","IN","IN","0","969","19","4244","false","0"
"MLTXN-001739","CUST-ML-0222","1983","UPI","Mobile","IN","IN","0","109","8","2235","false","0"
"MLTXN-001740","CUST-ML-0519","1537","CARD","Desktop","CA","CA","2","69","6","1758","false","0"
"MLTXN-001741","CUST-ML-0082","3811","UPI","Mobile","IN","IN","0","499","5","1471","false","0"
"MLTXN-001742","CUST-ML-0071","3991","WALLET","Desktop","IN","IN","1","21","6","3474","false","0"
"MLTXN-001743","CUST-ML-0590","653","UPI","Mobile","IN","IN","0","237","5","1566","false","0"
"MLTXN-001744","CUST-ML-0242","337","NETBANKING","Desktop","IN","US","1","21","4","303","false","0"
"MLTXN-001745","CUST-ML-0507","2097","WALLET","Desktop","IN","IN","0","377","14","724","false","0"
"MLTXN-001746","CUST-ML-0503","1421","UPI","Mobile","IN","DE","2","507","8","402","false","0"
"MLTXN-001747","CUST-ML-0086","1068","CARD","Desktop","SG","SG","0","525","18","1123","false","0"
"MLTXN-001748","CUST-ML-0576","2764","CARD","Mobile","IN","IN","0","669","16","1218","false","0"
"MLTXN-001749","CUST-ML-0289","2323","UPI","Mobile","SA","SA","1","21","5","2751","false","0"
"MLTXN-001750","CUST-ML-0050","239","CARD","Desktop","IN","IN","0","33","5","548","false","0"
"MLTXN-001751","CUST-ML-0573","1264","CARD","Desktop","IN","IN","0","189","5","1023","false","0"
"MLTXN-001752","CUST-ML-0376","2143","CARD","Mobile","IN","IN","0","683","16","2626","false","0"
"MLTXN-001753","CUST-ML-0546","11097","UPI","Mobile","AU","AU","2","597","25","1189","false","0"
"MLTXN-001754","CUST-ML-0296","4399","UPI","Tablet","IN","IN","0","373","12","2710","false","1"
"MLTXN-001755","CUST-ML-0556","7117","UPI","Mobile","AE","AE","0","14","4","3439","false","0"
"MLTXN-001756","CUST-ML-0575","1256","CARD","Mobile","SA","SA","0","139","4","1445","false","0"
"MLTXN-001757","CUST-ML-0378","1701","BANK_TRANSFER","Mobile","CA","CA","0","460","20","921","false","0"
"MLTXN-001758","CUST-ML-0441","1307","UPI","Mobile","IN","IN","0","595","14","1110","false","0"
"MLTXN-001759","CUST-ML-0089","4600","CARD","Desktop","IN","IN","1","730","11","2482","false","1"
"MLTXN-001760","CUST-ML-0226","1902","NETBANKING","Mobile","IN","IN","0","896","22","747","false","0"
"MLTXN-001761","CUST-ML-0348","2155","BANK_TRANSFER","Mobile","IN","IN","0","959","23","2610","false","0"
"MLTXN-001762","CUST-ML-0360","4634","CARD","Mobile","IN","IN","2","21","1","2998","false","1"
"MLTXN-001763","CUST-ML-0226","715","NETBANKING","Mobile","IN","IN","2","896","23","1236","false","0"
"MLTXN-001764","CUST-ML-0465","1346","CARD","Mobile","DE","DE","0","664","22","1080","false","1"
"MLTXN-001765","CUST-ML-0459","1531","UPI","Mobile","IN","IN","6","359","11","2202","false","1"
"MLTXN-001766","CUST-ML-0060","9091","CARD","Desktop","IN","IN","0","1112","31","2517","false","0"
"MLTXN-001767","CUST-ML-0200","964","UPI","Desktop","AE","AE","1","21","6","1012","false","0"
"MLTXN-001768","CUST-ML-0521","1436","CARD","Desktop","GB","GB","1","1080","31","2620","false","0"
"MLTXN-001769","CUST-ML-0136","3763","CARD","Desktop","US","IN","1","847","11","2359","false","0"
"MLTXN-001770","CUST-ML-0019","7032","CARD","Mobile","IN","IN","0","63","3","3817","false","0"
"MLTXN-001771","CUST-ML-0466","2512","CARD","Mobile","IN","GB","0","6","4","1853","false","0"
"MLTXN-001772","CUST-ML-0134","2841","WALLET","Mobile","IN","IN","0","181","9","833","false","0"
"MLTXN-001773","CUST-ML-0426","10017","UPI","Mobile","US","US","0","403","15","8397","false","0"
"MLTXN-001774","CUST-ML-0453","2285","WALLET","Desktop","IN","IN","0","522","10","994","false","0"
"MLTXN-001775","CUST-ML-0395","14206","CARD","Mobile","AU","AU","0","20","3","1274","false","1"
"MLTXN-001776","CUST-ML-0164","4606","UPI","Mobile","IN","IN","0","150","6","3812","false","0"
"MLTXN-001777","CUST-ML-0020","256","UPI","Mobile","IN","AE","0","279","10","250","false","0"
"MLTXN-001778","CUST-ML-0191","726","NETBANKING","Desktop","IN","IN","0","60","4","564","false","0"
"MLTXN-001779","CUST-ML-0476","1300","CARD","Mobile","IN","IN","0","439","6","1990","false","0"
"MLTXN-001780","CUST-ML-0321","1019","UPI","Mobile","US","US","0","277","11","1853","false","0"
"MLTXN-001781","CUST-ML-0270","13357","UPI","Mobile","GB","GB","0","21","4","8117","false","0"
"MLTXN-001782","CUST-ML-0002","1357","WALLET","Mobile","IN","IN","0","520","13","882","false","0"
"MLTXN-001783","CUST-ML-0240","2091","WALLET","Desktop","IN","IN","0","21","1","1070","false","0"
"MLTXN-001784","CUST-ML-0067","3594","CARD","Mobile","IN","IN","0","21","5","720","false","1"
"MLTXN-001785","CUST-ML-0022","3720","CARD","Desktop","IN","IN","0","21","4","2131","false","0"
"MLTXN-001786","CUST-ML-0475","660","CARD","Desktop","IN","IN","0","18","6","1373","false","0"
"MLTXN-001787","CUST-ML-0537","1155","UPI","Desktop","IN","IN","0","327","9","2103","false","0"
"MLTXN-001788","CUST-ML-0349","1480","WALLET","Desktop","IN","IN","0","14","1","1168","true","0"
"MLTXN-001789","CUST-ML-0302","916","UPI","Tablet","IN","IN","0","961","22","1217","false","0"
"MLTXN-001790","CUST-ML-0136","1499","CARD","Desktop","IN","IN","2","847","12","1585","false","0"
"MLTXN-001791","CUST-ML-0258","1169","NETBANKING","Mobile","US","IN","1","72","6","905","false","0"
"MLTXN-001792","CUST-ML-0305","583","WALLET","Mobile","US","US","0","21","5","1072","false","0"
"MLTXN-001793","CUST-ML-0284","919","NETBANKING","Desktop","US","US","0","913","13","771","false","0"
"MLTXN-001794","CUST-ML-0285","570","UPI","Mobile","IN","IN","0","553","14","1089","false","0"
"MLTXN-001795","CUST-ML-0438","1180","WALLET","Mobile","IN","IN","1","508","12","1060","false","0"
"MLTXN-001796","CUST-ML-0225","1699","UPI","Mobile","IN","IN","0","1125","13","2315","false","0"
"MLTXN-001797","CUST-ML-0169","1049","UPI","Mobile","US","US","0","3","2","2091","false","0"
"MLTXN-001798","CUST-ML-0549","290","CARD","Mobile","IN","IN","1","20","6","369","false","0"
"MLTXN-001799","CUST-ML-0406","720","UPI","Mobile","IN","IN","1","17","2","736","false","0"
"MLTXN-001800","CUST-ML-0503","840","UPI","Mobile","DE","DE","0","507","9","778","false","0"
"MLTXN-001801","CUST-ML-0381","667","CARD","Desktop","IN","IN","5","867","16","578","false","0"
"MLTXN-001802","CUST-ML-0279","4111","CARD","Desktop","SG","SG","0","19","2","2965","false","0"
"MLTXN-001803","CUST-ML-0549","473","CARD","Mobile","IN","IN","0","20","7","299","false","0"
"MLTXN-001804","CUST-ML-0093","3060","NETBANKING","Mobile","IN","IN","0","664","9","2181","false","0"
"MLTXN-001805","CUST-ML-0365","1557","CARD","Mobile","IN","IN","0","527","20","1032","false","0"
"MLTXN-001806","CUST-ML-0070","1584","NETBANKING","Mobile","AE","AE","0","420","18","1648","false","0"
"MLTXN-001807","CUST-ML-0362","718","NETBANKING","Mobile","IN","IN","1","126","8","1232","false","0"
"MLTXN-001808","CUST-ML-0283","1643","CARD","Mobile","IN","IN","1","344","9","1211","false","0"
"MLTXN-001809","CUST-ML-0583","1365","NETBANKING","Tablet","CA","IN","0","599","17","2074","false","0"
"MLTXN-001810","CUST-ML-0066","307","BANK_TRANSFER","Desktop","IN","IN","0","216","10","506","false","0"
"MLTXN-001811","CUST-ML-0446","2580","UPI","Mobile","IN","IN","1","8","4","2399","false","0"
"MLTXN-001812","CUST-ML-0568","2310","UPI","Desktop","IN","IN","0","307","7","1594","false","0"
"MLTXN-001813","CUST-ML-0379","1103","UPI","Desktop","IN","IN","0","158","9","1246","false","0"
"MLTXN-001814","CUST-ML-0111","2008","UPI","Tablet","DE","DE","0","756","17","1604","false","0"
"MLTXN-001815","CUST-ML-0169","3371","UPI","Mobile","US","US","6","3","3","1808","false","1"
"MLTXN-001816","CUST-ML-0434","567","CARD","Mobile","US","US","0","575","25","2062","false","0"
"MLTXN-001817","CUST-ML-0162","1449","WALLET","Mobile","SG","SG","1","9","8","1012","false","0"
"MLTXN-001818","CUST-ML-0531","518","NETBANKING","Desktop","SG","SG","0","482","12","549","false","0"
"MLTXN-001819","CUST-ML-0127","2996","CARD","Desktop","GB","GB","0","831","14","2169","false","0"
"MLTXN-001820","CUST-ML-0465","1234","CARD","Mobile","DE","DE","0","664","23","880","false","0"
"MLTXN-001821","CUST-ML-0195","14650","UPI","Mobile","SA","SA","0","21","3","5581","false","0"
"MLTXN-001822","CUST-ML-0356","2872","UPI","Mobile","US","US","2","551","23","2620","false","0"
"MLTXN-001823","CUST-ML-0001","2337","UPI","Mobile","IN","IN","0","232","11","3324","false","1"
"MLTXN-001824","CUST-ML-0507","718","WALLET","Mobile","IN","IN","0","377","15","777","false","0"
"MLTXN-001825","CUST-ML-0243","6562","CARD","Mobile","IN","IN","0","430","9","3101","false","0"
"MLTXN-001826","CUST-ML-0031","5005","BANK_TRANSFER","Mobile","IN","IN","0","17","5","13504","false","0"
"MLTXN-001827","CUST-ML-0041","586","UPI","Desktop","IN","IN","0","412","6","508","false","0"
"MLTXN-001828","CUST-ML-0415","1868","CARD","Desktop","GB","GB","0","463","18","1035","false","0"
"MLTXN-001829","CUST-ML-0040","1625","NETBANKING","Mobile","IN","IN","0","3","4","1203","false","0"
"MLTXN-001830","CUST-ML-0063","2402","NETBANKING","Mobile","IN","IN","1","15","4","2539","false","0"
"MLTXN-001831","CUST-ML-0063","2677","NETBANKING","Mobile","IN","IN","0","15","5","2420","false","0"
"MLTXN-001832","CUST-ML-0484","1993","CARD","Mobile","IN","IN","0","264","10","2788","false","1"
"MLTXN-001833","CUST-ML-0222","1392","UPI","Mobile","IN","IN","0","109","9","2044","false","0"
"MLTXN-001834","CUST-ML-0556","1955","UPI","Mobile","AE","AE","4","14","5","3683","false","0"
"MLTXN-001835","CUST-ML-0504","3714","UPI","Desktop","IN","IN","0","193","7","4841","false","0"
"MLTXN-001836","CUST-ML-0195","3382","UPI","Mobile","SA","SA","0","21","4","5981","false","0"
"MLTXN-001837","CUST-ML-0170","2180","UPI","Mobile","IN","IN","0","373","10","1903","false","0"
"MLTXN-001838","CUST-ML-0345","739","NETBANKING","Mobile","US","US","0","942","35","2114","false","0"
"MLTXN-001839","CUST-ML-0359","1013","UPI","Mobile","IN","IN","3","15","1","828","false","1"
"MLTXN-001840","CUST-ML-0525","4235","WALLET","Desktop","US","US","0","776","13","753","false","0"
"MLTXN-001841","CUST-ML-0444","2758","UPI","Mobile","US","US","0","659","13","1865","false","0"
"MLTXN-001842","CUST-ML-0138","14824","CARD","Mobile","IN","IN","0","21","5","12099","false","0"
"MLTXN-001843","CUST-ML-0582","360","UPI","Tablet","SG","SG","0","321","4","705","false","0"
"MLTXN-001844","CUST-ML-0074","1931","CARD","Desktop","IN","IN","6","235","2","1158","false","0"
"MLTXN-001845","CUST-ML-0293","6233","NETBANKING","Mobile","AU","AU","0","1","2","2526","false","0"
"MLTXN-001846","CUST-ML-0202","3266","UPI","Desktop","IN","IN","1","293","14","6779","false","0"
"MLTXN-001847","CUST-ML-0401","499","UPI","Mobile","IN","IN","0","657","19","781","false","1"
"MLTXN-001848","CUST-ML-0507","477","WALLET","Mobile","IN","IN","0","377","16","702","false","0"
"MLTXN-001849","CUST-ML-0014","7175","CARD","Mobile","IN","IN","0","619","24","7135","false","0"
"MLTXN-001850","CUST-ML-0363","2488","UPI","Mobile","SG","SG","4","661","22","2692","false","0"
"MLTXN-001851","CUST-ML-0137","2932","CARD","Desktop","IN","IN","0","575","18","1304","false","0"
"MLTXN-001852","CUST-ML-0080","1802","BANK_TRANSFER","Mobile","IN","IN","0","1152","18","1944","false","0"
"MLTXN-001853","CUST-ML-0496","1993","CARD","Desktop","IN","IN","0","732","13","1442","false","0"
"MLTXN-001854","CUST-ML-0461","1261","CARD","Mobile","AU","AU","0","534","17","625","false","0"
"MLTXN-001855","CUST-ML-0138","25586","CARD","Mobile","IN","IN","1","21","6","13475","false","0"
"MLTXN-001856","CUST-ML-0169","1929","UPI","Mobile","US","US","0","3","4","2265","false","0"
"MLTXN-001857","CUST-ML-0173","3657","UPI","Mobile","US","US","5","469","17","2618","false","1"
"MLTXN-001858","CUST-ML-0190","1407","CARD","Mobile","IN","IN","0","173","12","1295","false","0"
"MLTXN-001859","CUST-ML-0273","547","UPI","Mobile","IN","IN","1","421","12","328","false","0"
"MLTXN-001860","CUST-ML-0071","4048","WALLET","Desktop","IN","IN","0","21","7","2424","false","0"
"MLTXN-001861","CUST-ML-0584","1829","CARD","Mobile","IN","IN","0","755","26","423","false","0"
"MLTXN-001862","CUST-ML-0193","2692","UPI","Mobile","IN","IN","2","565","17","1710","false","0"
"MLTXN-001863","CUST-ML-0282","1904","UPI","Mobile","IN","IN","0","318","10","937","false","0"
"MLTXN-001864","CUST-ML-0305","873","WALLET","Mobile","US","US","1","21","6","843","false","0"
"MLTXN-001865","CUST-ML-0059","1515","NETBANKING","Mobile","SA","SA","0","408","8","2268","false","0"
"MLTXN-001866","CUST-ML-0547","2262","NETBANKING","Mobile","GB","GB","0","514","19","2812","false","0"
"MLTXN-001867","CUST-ML-0066","1295","BANK_TRANSFER","Desktop","IN","IN","0","216","11","485","false","0"
"MLTXN-001868","CUST-ML-0186","4307","UPI","Tablet","IN","IN","0","8","4","6979","false","1"
"MLTXN-001869","CUST-ML-0155","3080","WALLET","Mobile","CA","CA","0","384","8","2015","false","0"
"MLTXN-001870","CUST-ML-0595","2723","UPI","Mobile","IN","IN","0","86","5","1000","false","0"
"MLTXN-001871","CUST-ML-0039","5189","NETBANKING","Mobile","IN","IN","0","909","14","2753","false","0"
"MLTXN-001872","CUST-ML-0273","216","UPI","Mobile","IN","IN","0","421","13","301","false","0"
"MLTXN-001873","CUST-ML-0323","5500","CARD","Mobile","CA","CA","0","399","10","1199","false","1"
"MLTXN-001874","CUST-ML-0403","1655","CARD","Tablet","US","US","0","594","15","1011","false","0"
"MLTXN-001875","CUST-ML-0173","3397","CARD","Mobile","US","US","1","469","18","2450","false","0"
"MLTXN-001876","CUST-ML-0558","4002","NETBANKING","Mobile","IN","AU","2","505","11","3340","false","1"
"MLTXN-001877","CUST-ML-0273","734","UPI","Mobile","IN","IN","0","421","14","488","false","0"
"MLTXN-001878","CUST-ML-0007","1940","UPI","Mobile","AE","AE","0","793","22","1985","false","0"
